ID,Player,From,To,Ht(cm),Wt(kg),Birth Date,Colleges
kingfr01,Frankie King,1996,1997,185.42000000000002,185,"June 6, 1972",Western Carolina University
edwarfr01,Franklin Edwards,1982,1988,185.42000000000002,170,"February 2, 1959",Cleveland State University
cofiefr01,Fred Cofield,1986,1987,190.5,190,"January 4, 1962","University of Oregon, Eastern Michigan University"
hoibefr01,Fred Hoiberg,1996,2005,193.04,203,"October 15, 1972",Iowa State University
jonesfr01,Fred Jones,2003,2009,193.04,210,"March 11, 1979",University of Oregon
roberfr01,Fred Roberts,1984,1997,208.28,218,"August 14, 1960",Brigham Young University
vanvlfr01,Fred VanVleet,2017,2019,182.88,195,"February 25, 1994",Wichita State University
vinsofr01,Fred Vinson,1995,2000,193.04,190,"January 28, 1971",Georgia Institute of Technology
aldemfu01,Furkan Aldemir,2015,2015,208.28,240,"August 9, 1991",None
korkmfu01,Furkan Korkmaz,2018,2019,200.66,190,"July 24, 1997",None
pruitga01,Gabe Pruitt,2008,2009,193.04,170,"April 19, 1986",University of Southern California
mekelga01,Gal Mekel,2014,2015,190.5,191,"March 4, 1988",Wichita State University
lawalga01,Gani Lawal,2011,2011,205.74,234,"November 7, 1988",Georgia Institute of Technology
silerga01,Garret Siler,2011,2011,210.82,305,"October 25, 1986",Augusta State University
templga01,Garrett Temple,2010,2019,198.12,195,"May 8, 1986",Louisiana State University
wittsga01,Garry Witts,1982,1982,200.66,190,"July 3, 1959",College of the Holy Cross
josepga01,Garth Joseph,2001,2001,218.44,315,"August 8, 1973",College of Saint Rose
alexaga01,Gary Alexander,1994,1994,200.66,240,"November 1, 1969",University of South Florida
clarkga01,Gary Clark,2019,2019,203.2,225,"November 16, 1994",University of Cincinnati
forbega01,Gary Forbes,2011,2012,200.66,220,"February 25, 1985","University of Virginia, University of Massachusetts Amherst"
grantga01,Gary Grant,1989,2001,190.5,185,"April 21, 1965",University of Michigan
harriga01,Gary Harris,2015,2019,193.04,210,"September 14, 1994",Michigan State University
leonaga01,Gary Leonard,1990,1992,215.9,250,"February 16, 1967",University of Missouri
nealga01,Gary Neal,2011,2017,193.04,210,"October 3, 1984","La Salle University, Towson University"
paytoga02,Gary Payton,2017,2019,190.5,190,"December 1, 1992",Oregon State University
paytoga01,Gary Payton,1991,2007,193.04,180,"July 23, 1968",Oregon State University
plummga01,Gary Plummer,1985,1993,205.74,215,"February 21, 1962",Boston University
trentga01,Gary Trent,1996,2004,203.2,250,"September 22, 1974",Ohio University
trentga02,Gary Trent,2019,2019,198.12,205,"January 18, 1999",Duke University
vocega01,Gary Voce,1990,1990,205.74,240,"November 24, 1965",University of Notre Dame
nickega01,Gaylon Nickerson,1997,1997,190.5,190,"February 5, 1969","Wichita State University, Butler County Community College, Kansas State University, Northwestern Oklahoma State University"
hammige01,Geert Hammink,1994,1996,213.36,262,"July 12, 1969",Louisiana State University
banksge01,Gene Banks,1982,1987,200.66,215,"May 15, 1959",Duke University
carlige01,Geno Carlisle,2005,2005,190.5,180,"August 13, 1976","Northwestern University, University of California"
hillge01,George Hill,2009,2019,190.5,188,"May 4, 1986",Indiana University-Purdue University Indianapolis
kingge03,George King,2019,2019,198.12,225,"January 15, 1994",University of Colorado
lynchge01,George Lynch,1994,2005,203.2,218,"September 3, 1970",University of North Carolina
mccloge01,George McCloud,1990,2002,198.12,205,"May 27, 1967",Florida State University
zidekge01,George Zidek,1996,1998,213.36,250,"August 2, 1973","University of California, Los Angeles"
niangge01,Georges Niang,2017,2019,203.2,230,"June 17, 1993",Iowa State University
gloucge01,Georgi Glouchkov,1986,1986,203.2,235,"January 10, 1960",None
papagge01,Georgios Papagiannis,2017,2018,215.9,240,"July 3, 1997",None
brownge02,Gerald Brown,1999,1999,193.04,210,"July 28, 1975",Pepperdine University
fitchge01,Gerald Fitch,2006,2006,190.5,188,"August 12, 1982",University of Kentucky
glassge01,Gerald Glass,1991,1996,195.58,221,"November 12, 1967","Delta State University, University of Mississippi"
greenge01,Gerald Green,2006,2019,200.66,205,"January 26, 1986",None
hendege02,Gerald Henderson,2010,2017,195.58,215,"December 9, 1987",Duke University
madkige01,Gerald Madkins,1994,1998,193.04,200,"April 18, 1969","University of California, Los Angeles"
paddige01,Gerald Paddio,1991,1994,200.66,205,"April 21, 1965","University of Nevada, Las Vegas"
wallage01,Gerald Wallace,2002,2015,200.66,215,"July 23, 1982",University of Alabama
wilkige01,Gerald Wilkins,1986,1999,198.12,185,"September 11, 1963",University of Tennessee at Chattanooga
kingge02,Gerard King,1999,2001,205.74,230,"November 25, 1972",Nicholls State University
muresgh01,Gheorghe Muresan,1994,2000,231.14000000000001,303,"February 14, 1971",None
clavegi01,Gian Clavell,2018,2018,193.04,185,"November 26, 1993",Colorado State University
antetgi01,Giannis Antetokounmpo,2014,2019,210.82,242,"December 6, 1994",None
arenagi01,Gilbert Arenas,2002,2012,190.5,191,"January 6, 1982",University of Arizona
davisgl01,Glen Davis,2008,2015,205.74,289,"January 1, 1986",Louisiana State University
ricegl01,Glen Rice,1990,2004,200.66,215,"May 28, 1967",University of Michigan
ricegl02,Glen Rice,2014,2015,198.12,206,"January 1, 1991",Georgia Institute of Technology
hagangl01,Glenn Hagan,1982,1982,182.88,170,"June 25, 1955",St. Bonaventure University
robingl01,Glenn Robinson,1995,2005,200.66,225,"January 10, 1973",Purdue University
robingl02,Glenn Robinson,2015,2019,198.12,222,"January 8, 1994",University of Michigan
shammgo01,God Shammgod,1998,1998,182.88,169,"April 29, 1976",Providence College
dragigo01,Goran Dragic,2009,2019,190.5,190,"May 6, 1986",None
giricgo01,Gordan Giricek,2003,2008,198.12,210,"June 20, 1977",None
haywago01,Gordon Hayward,2011,2019,203.2,225,"March 23, 1990",Butler University
dienggo01,Gorgui Dieng,2014,2019,210.82,252,"January 18, 1990",University of Louisville
gondrgr01,Grant Gondrezick,1987,1989,195.58,205,"January 19, 1963",Pepperdine University
hillgr01,Grant Hill,1995,2013,203.2,225,"October 5, 1972",Duke University
jerregr01,Grant Jerrett,2015,2015,208.28,235,"July 8, 1993",University of Arizona
longgr01,Grant Long,1989,2003,203.2,225,"March 12, 1966",Eastern Michigan University
waitegr01,Granville Waiters,1984,1988,210.82,225,"January 8, 1961",Ohio State University
allengr01,Grayson Allen,2019,2019,195.58,198,"October 8, 1995",Duke University
andergr01,Greg Anderson,1988,1998,208.28,230,"June 22, 1964",University of Houston
anthogr01,Greg Anthony,1992,2002,182.88,176,"November 15, 1967","University of Portland, University of Nevada, Las Vegas"
buckngr01,Greg Buckner,2000,2009,193.04,210,"September 16, 1976",Clemson University
butlegr01,Greg Butler,1989,1991,210.82,240,"March 11, 1966",Stanford University
dreilgr01,Greg Dreiling,1987,1997,215.9,250,"November 7, 1962","Wichita State University, University of Kansas"
fostegr01,Greg Foster,1991,2003,210.82,240,"October 3, 1968","University of California, Los Angeles, University of Texas at El Paso"
grahagr01,Greg Graham,1994,1998,193.04,174,"November 26, 1970",Indiana University
grantgr01,Greg Grant,1990,1996,170.18,140,"August 29, 1966",Trenton State University
kitegr01,Greg Kite,1984,1995,210.82,250,"August 5, 1961",Brigham Young University
minorgr01,Greg Minor,1995,1999,198.12,210,"September 18, 1971",University of Louisville
monrogr01,Greg Monroe,2011,2019,210.82,265,"June 4, 1990",Georgetown University
odengr01,Greg Oden,2009,2014,213.36,250,"January 22, 1988",Ohio State University
ostergr01,Greg Ostertag,1996,2006,218.44,280,"March 6, 1973",University of Kansas
smithgr02,Greg Smith,2012,2016,208.28,250,"January 8, 1991","California State University, Fresno"
stiemgr01,Greg Stiemsma,2012,2015,210.82,260,"September 26, 1985",University of Wisconsin
stokegr01,Greg Stokes,1986,1990,208.28,220,"August 5, 1963",University of Iowa
suttogr01,Greg Sutton,1992,1996,187.96,170,"December 3, 1967",Oral Roberts University
vasqugr01,Greivis Vasquez,2011,2017,198.12,217,"January 16, 1987",University of Maryland
yabusgu01,Guerschon Yabusele,2018,2019,203.2,260,"December 17, 1995",None
diazgu01,Guillermo Diaz,2008,2008,187.96,192,"March 4, 1985",University of Miami
vetragu01,Gundars Vetra,1993,1993,198.12,195,"May 22, 1967",None
ayongu01,Gustavo Ayon,2012,2014,208.28,250,"April 1, 1985",None
morgagu01,Guy Morgan,1983,1983,203.2,205,"August 23, 1960",Wake Forest University
ruckegu01,Guy Rucker,2003,2003,210.82,265,"July 27, 1977",University of Iowa
willigu02,Guy Williams,1985,1986,205.74,200,"July 1, 1960","University of San Francisco, Washington State University"
seungha01,Ha Seung-Jin,2005,2006,220.98,305,"August 4, 1985",None
olajuha01,Hakeem Olajuwon,1985,2002,213.36,255,"January 21, 1963",University of Houston
warriha01,Hakim Warrick,2006,2013,205.74,219,"July 8, 1982",Syracuse University
ndiayha01,Hamady N'Diaye,2011,2014,213.36,235,"January 12, 1987",Rutgers University
haddaha01,Hamed Haddadi,2009,2013,218.44,254,"May 19, 1985",None
diallha01,Hamidou Diallo,2019,2019,195.58,198,"July 31, 1998",University of Kentucky
mcdowha01,Hank McDowell,1982,1987,205.74,215,"November 13, 1959",University of Memphis
mottoha01,Hanno Mottola,2001,2002,210.82,247,"September 9, 1976",University of Utah
ellisha01,Harold Ellis,1994,1998,195.58,200,"October 7, 1970",Morehouse College
jamisha01,Harold Jamison,2000,2002,203.2,260,"November 20, 1976",Clemson University
keeliha01,Harold Keeling,1986,1986,193.04,185,"September 18, 1963",Santa Clara University
minerha01,Harold Miner,1993,1996,195.58,210,"May 5, 1971",University of Southern California
pressha01,Harold Pressley,1987,1990,200.66,210,"July 14, 1963",Villanova University
barneha02,Harrison Barnes,2013,2019,203.2,225,"May 30, 1992",University of North Carolina
gilesha01,Harry Giles,2019,2019,208.28,240,"April 22, 1998",Duke University
grantha01,Harvey Grant,1989,1999,203.2,195,"July 4, 1965","Clemson University, University of Oklahoma"
thabeha01,Hasheem Thabeet,2010,2014,220.98,263,"February 16, 1987",University of Connecticut
adamsha01,Hassan Adams,2007,2009,193.04,220,"June 20, 1984",University of Arizona
whiteha01,Hassan Whiteside,2011,2019,213.36,265,"June 13, 1989",Marshall University
whitnha02,Hawkeye Whitney,1981,1982,195.58,235,"June 22, 1957",North Carolina State University
highsha01,Haywood Highsmith,2019,2019,200.66,220,"December 9, 1996",Wheeling Jesuit University
workmha01,Haywoode Workman,1990,2000,187.96,180,"January 23, 1966","Winston-Salem State University, Oral Roberts University"
turkohe01,Hedo Turkoglu,2001,2015,208.28,220,"March 19, 1979",None
ellenhe01,Henry Ellenson,2017,2019,210.82,245,"January 13, 1997",Marquette University
jameshe01,Henry James,1991,1998,203.2,220,"July 29, 1965","South Plains College, St. Mary's University"
simshe01,Henry Sims,2013,2016,208.28,248,"March 27, 1990",Georgetown University
turnehe02,Henry Turner,1990,1995,200.66,200,"August 18, 1966","California State University, Fullerton"
walkebi01,Henry Walker,2009,2015,198.12,220,"October 9, 1987",Kansas State University
willihe01,Herb Williams,1982,1999,208.28,242,"February 16, 1958",Ohio State University
hawkihe01,Hersey Hawkins,1989,2001,190.5,190,"September 29, 1966",Bradley University
armsthi01,Hilton Armstrong,2007,2014,210.82,235,"November 11, 1984",University of Connecticut
fullehi01,Hiram Fuller,2004,2004,205.74,240,"May 15, 1981","California State University, Fresno"
thompho01,Hollis Thompson,2014,2017,203.2,206,"April 3, 1991",Georgetown University
grantho01,Horace Grant,1988,2004,208.28,215,"July 4, 1965",Clemson University
jenkiho01,Horace Jenkins,2005,2005,185.42000000000002,180,"October 14, 1974",William Paterson University
llamaho01,Horacio Llamas Grey,1997,1998,210.82,285,"July 17, 1973",Grand Canyon University
williho01,Hot Rod Williams,1987,1999,210.82,215,"August 9, 1962",Tulane University
carteho01,Howard Carter,1984,1985,195.58,215,"October 26, 1961",Louisiana State University
eisleho01,Howard Eisley,1995,2006,187.96,177,"December 4, 1972",Boston College
nathaho01,Howard Nathan,1996,1996,180.34,175,"January 21, 1972","DePaul University, University of Louisiana at Monroe"
woodho01,Howard Wood,1982,1982,200.66,235,"May 20, 1959",University of Tennessee
wrighho02,Howard Wright,1991,1993,203.2,220,"December 20, 1967",Stanford University
davishu01,Hubert Davis,1993,2004,195.58,183,"May 17, 1970",University of North Carolina
joneshu01,Hutch Jones,1983,1984,203.2,190,"September 1, 1959","State University of New York College at Buffalo, Vanderbilt University"
clarkia01,Ian Clark,2014,2019,190.5,175,"March 7, 1991",Belmont University
lockhia01,Ian Lockhart,1991,1991,203.2,240,"June 25, 1967",University of Tennessee
mahinia01,Ian Mahinmi,2008,2019,210.82,262,"November 5, 1986",None
kutluib01,Ibo Kutluay,2005,2005,198.12,200,"July 1, 1974",None
rakocig01,Igor Rakocevic,2003,2003,190.5,183,"March 29, 1978",None
anigbik01,Ike Anigbogu,2018,2019,208.28,250,"October 17, 1998","University of California, Los Angeles"
dioguik01,Ike Diogu,2006,2012,203.2,250,"September 11, 1983",Arizona State University
shumpim01,Iman Shumpert,2012,2019,195.58,215,"June 26, 1990",Georgia Institute of Technology
udokaim01,Ime Udoka,2004,2011,198.12,215,"August 9, 1977","University of San Francisco, Portland State University"
bowmair01,Ira Bowman,2000,2002,195.58,195,"June 11, 1973","Providence College, University of Pennsylvania"
newblir01,Ira Newble,2001,2008,200.66,220,"January 20, 1975",Miami University
thomair01,Irving Thomas,1991,1991,203.2,225,"January 2, 1966","University of Kentucky, Florida State University"
austiis01,Isaac Austin,1992,2002,208.28,255,"August 18, 1969",Arizona State University
bongais01,Isaac Bonga,2019,2019,203.2,180,"November 8, 1999",None
fontais01,Isaac Fontaine,2002,2002,193.04,210,"April 16, 1975",Washington State University
humphis01,Isaac Humphries,2019,2019,213.36,255,"January 5, 1998",University of Kentucky
briscis01,Isaiah Briscoe,2019,2019,190.5,215,"April 13, 1996",University of Kentucky
canaais01,Isaiah Canaan,2014,2019,182.88,201,"May 21, 1991",Murray State University
harteis01,Isaiah Hartenstein,2019,2019,213.36,249,"May 5, 1998",None
hicksis01,Isaiah Hicks,2018,2019,205.74,230,"July 24, 1994",University of North Carolina
morriis01,Isaiah Morris,1993,1993,203.2,229,"April 2, 1969",University of Arkansas
rideris01,Isaiah Rider,1994,2002,195.58,215,"March 12, 1971","University of Nevada, Las Vegas"
taylois01,Isaiah Taylor,2017,2018,190.5,170,"July 11, 1994",University of Texas at Austin
thomais02,Isaiah Thomas,2012,2019,175.26,185,"February 7, 1989",University of Washington
whiteis01,Isaiah Whitehead,2017,2018,193.04,213,"March 8, 1995",Seton Hall University
smithis01,Ish Smith,2011,2019,182.88,175,"July 5, 1988",Wake Forest University
thomais01,Isiah Thomas,1982,1994,185.42000000000002,180,"April 30, 1961",Indiana University
johnsiv01,Ivan Johnson,2012,2013,203.2,230,"April 10, 1984","University of Oregon, California State University, San Bernardino"
mcfariv01,Ivan McFarlin,2007,2007,203.2,240,"April 26, 1982",Oklahoma State University
rabbiv01,Ivan Rabb,2018,2019,208.28,220,"February 4, 1997",University of California
newbiiv01,Ivano Newbill,1995,1998,205.74,245,"December 12, 1970",Georgia Institute of Technology
zubaciv01,Ivica Zubac,2017,2019,215.9,240,"March 18, 1997",None
anderjj01,J.J. Anderson,1983,1985,203.2,195,"September 23, 1960",Bradley University
bareajo01,J.J. Barea,2007,2019,182.88,185,"June 26, 1984",Northeastern University
hicksjj01,J.J. Hickson,2009,2016,205.74,242,"September 4, 1988",North Carolina State University
obriejj01,J.J. O'Brien,2016,2016,200.66,228,"April 8, 1992",San Diego State University
redicjj01,J.J. Redick,2007,2019,193.04,200,"June 24, 1984",Duke University
macurjp01,J.P. Macura,2019,2019,195.58,205,"June 5, 1995",Xavier University
bremejr01,J.R. Bremer,2003,2004,187.96,185,"September 19, 1980",St. Bonaventure University
giddejr01,J.R. Giddens,2009,2010,195.58,215,"February 13, 1985","University of Kansas, University of New Mexico"
