Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,Year
8,CHA,Brandan Wright,University of North Carolina,10,428,6949,2976,1560,199,.607,.000,.674,16.2,7.0,3.6,0.5,26.2,.181,1.6,6.4,2007
9,CHI,Joakim Noah,University of Florida,12,667,18596,5867,6042,1900,.491,.000,.700,27.9,8.8,9.1,2.8,61.8,.160,4.1,28.4,2007
10,SAC,Spencer Hawes,University of Washington,10,684,15541,5932,3893,1271,.457,.350,.716,22.7,8.7,5.7,1.9,22.6,.070,-0.7,5.0,2007
11,ATL,Acie Law,Texas A&M University,4,188,2385,725,195,309,.413,.235,.778,12.7,3.9,1.0,1.6,1.6,.032,-5.4,-2.0,2007
12,PHI,Thaddeus Young,Georgia Institute of Technology,12,901,27690,12044,5399,1490,.501,.329,.673,30.7,13.4,6.0,1.7,59.7,.103,0.7,19.0,2007
13,NOK,Julian Wright,University of Kansas,4,231,3049,907,531,182,.499,.262,.584,13.2,3.9,2.3,0.8,3.9,.061,-1.3,0.5,2007
14,LAC,Al Thornton,Florida State University,4,296,8274,3527,1233,353,.452,.293,.747,28.0,11.9,4.2,1.2,6.1,.035,-3.5,-3.1,2007
15,DET,Rodney Stuckey,Eastern Washington University,10,651,17890,8185,1912,2333,.423,.300,.824,27.5,12.6,2.9,3.6,28.7,.077,-1.4,2.7,2007
16,WAS,Nick Young,University of Southern California,12,720,16419,8194,1427,687,.418,.376,.836,22.8,11.4,2.0,1.0,18.6,.054,-3.4,-5.8,2007
17,NJN,Sean Williams,Boston College,4,137,1978,581,472,47,.511,.000,.624,14.4,4.2,3.4,0.3,3.0,.073,-2.0,0.0,2007
18,GSW,Marco Belinelli,,12,803,18665,8009,1670,1360,.425,.376,.847,23.2,10.0,2.1,1.7,29.6,.076,-1.7,1.6,2007
19,LAL,Javaris Crittenton,Georgia Institute of Technology,2,113,1853,595,276,201,.442,.231,.638,16.4,5.3,2.4,1.8,0.1,.002,-4.3,-1.1,2007
20,MIA,Jason Smith,Colorado State University,11,616,10029,3777,2075,453,.468,.333,.783,16.3,6.1,3.4,0.7,14.1,.067,-2.7,-1.6,2007
21,PHI,Daequan Cook,Ohio State University,6,328,5993,2114,703,243,.369,.359,.813,18.3,6.4,2.1,0.7,4.9,.039,-3.6,-2.4,2007
22,CHA,Jared Dudley,Boston College,12,847,19672,6559,2776,1361,.465,.392,.732,23.2,7.7,3.3,1.6,42.1,.103,1.1,15.2,2007
23,NYK,Wilson Chandler,DePaul University,11,641,19553,8258,3429,1166,.444,.343,.768,30.5,12.9,5.3,1.8,28.3,.069,-0.8,6.1,2007
24,PHO,Rudy Fernandez,,4,249,5965,2254,608,554,.399,.360,.840,24.0,9.1,2.4,2.2,14.2,.114,1.8,5.7,2007
25,UTA,Morris Almond,Rice University,3,38,361,119,46,12,.381,.292,.743,9.5,3.1,1.2,0.3,0.0,.005,-6.4,-0.4,2007
26,HOU,Aaron Brooks,University of Oregon,10,645,13439,6259,1079,1925,.413,.370,.837,20.8,9.7,1.7,3.0,19.2,.069,-1.8,0.8,2007
27,DET,Arron Afflalo,"University of California, Los Angeles",11,762,20829,8198,2176,1386,.450,.386,.825,27.3,10.8,2.9,1.8,33.5,.077,-1.1,4.5,2007
28,SAS,Tiago Splitter,,7,355,6812,2816,1779,423,.555,.143,.697,19.2,7.9,5.0,1.2,25.3,.178,1.9,6.7,2007
29,PHO,Alando Tucker,University of Wisconsin,3,51,426,211,49,16,.423,.294,.783,8.4,4.1,1.0,0.3,0.4,.045,-6.7,-0.5,2007
30,PHI,Petteri Koponen,,,,,,,,,,,,,,,,,,,2007
31,SEA,Carl Landry,Purdue University,9,513,11524,5541,2533,355,.535,.300,.785,22.5,10.8,4.9,0.7,35.9,.149,-1.1,2.6,2007
32,BOS,Gabe Pruitt,University of Southern California,2,62,461,125,51,52,.321,.283,.783,7.4,2.0,0.8,0.8,0.4,.043,-3.1,-0.1,2007
33,SAS,Marcus Williams,University of Arizona,2,13,39,14,12,3,.318,,,3.0,1.1,0.9,0.2,-0.1,-.084,-7.5,-0.1,2007
34,DAL,Nick Fazekas,"University of Nevada, Reno",1,26,269,107,89,11,.561,.000,.682,10.3,4.1,3.4,0.4,0.8,.148,-0.1,0.1,2007
35,SEA,Glen Davis,Louisiana State University,8,514,10865,4111,2236,457,.447,.182,.700,21.1,8.0,4.4,0.9,18.6,.082,-2.3,-0.8,2007
36,GSW,Jermareo Davidson,University of Alabama,2,52,433,162,96,14,.425,,.578,8.3,3.1,1.8,0.3,0.0,.000,-7.6,-0.6,2007
37,POR,Josh McRoberts,Duke University,11,433,8271,2333,1686,901,.463,.340,.705,19.1,5.4,3.9,2.1,18.5,.107,1.0,6.2,2007
38,PHI,Kyrylo Fesenko,,5,135,1107,305,269,40,.496,.000,.410,8.2,2.3,2.0,0.3,0.9,.038,-4.0,-0.6,2007
39,MIA,Stanko Barac,,,,,,,,,,,,,,,,,,,2007
40,LAL,Sun Yue,,1,10,28,6,0,2,.273,.000,,2.8,0.6,0.0,0.2,-0.1,-.226,-15.2,-0.1,2007
41,MIN,Chris Richard,University of Florida,2,70,780,135,194,25,.483,,.605,11.1,1.9,2.8,0.4,0.7,.045,-3.5,-0.3,2007
42,POR,Derrick Byars,Vanderbilt University,1,2,37,10,11,1,.273,.000,1.000,18.5,5.0,5.5,0.5,0.1,.147,0.6,0.0,2007
43,NOK,Adam Haluska,University of Iowa,,,,,,,,,,,,,,,,,,2007
44,ORL,Reyshawn Terry,University of North Carolina,,,,,,,,,,,,,,,,,,2007
45,LAC,Jared Jordan,Marist College,,,,,,,,,,,,,,,,,,2007
46,GSW,Stephane Lasme,University of Massachusetts Amherst,1,16,303,83,53,3,.451,,.594,18.9,5.2,3.3,0.2,0.3,.041,-2.8,-0.1,2007
47,WAS,Dominic McGuire,"California State University, Fresno",6,342,5348,939,1169,422,.419,.188,.658,15.6,2.7,3.4,1.2,4.1,.037,-1.6,0.6,2007
48,LAL,Marc Gasol,,11,795,26565,11921,6114,2740,.483,.350,.777,33.4,15.0,7.7,3.4,79.5,.144,3.4,36.3,2007
49,CHI,Aaron Gray,University of Pittsburgh,7,318,3851,1066,1190,207,.509,.000,.562,12.1,3.4,3.7,0.7,6.2,.077,-1.8,0.2,2007
50,DAL,Renaldas Seibutis,,,,,,,,,,,,,,,,,,,2007
51,CHI,JamesOn Curry,Oklahoma State University,1,1,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,2007
52,POR,Taurean Green,University of Florida,1,17,74,27,10,11,.280,.182,.917,4.4,1.6,0.6,0.6,-0.1,-.066,-8.2,-0.1,2007
53,POR,Demetris Nichols,Syracuse University,2,18,58,22,7,2,.281,.200,.500,3.2,1.2,0.4,0.1,-0.2,-.203,-15.3,-0.2,2007
54,HOU,Brad Newley,,,,,,,,,,,,,,,,,,,2007
55,UTA,Herbert Hill,Providence College,,,,,,,,,,,,,,,,,,2007
56,MIL,Ramon Sessions,"University of Nevada, Reno",11,691,16119,7141,1840,2807,.434,.316,.791,23.3,10.3,2.7,4.1,28.8,.086,-1.9,0.5,2007
57,DET,Sammy Mejia,DePaul University,,,,,,,,,,,,,,,,,,2007
58,SAS,Giorgos Printezis,,,,,,,,,,,,,,,,,,,2007
59,PHO,D.J. Strawberry,University of Maryland,1,33,270,73,28,30,.315,.240,.474,8.2,2.2,0.8,0.9,-0.2,-.031,-5.1,-0.2,2007
60,DAL,Milovan Rakovic,,,,,,,,,,,,,,,,,,,2007
1,CHI,Derrick Rose,University of Memphis,10,546,18104,10281,1910,3056,.453,.304,.824,33.2,18.8,3.5,5.6,37.2,.099,0.3,10.5,2008
2,MIA,Michael Beasley,Kansas State University,11,609,13903,7568,2861,788,.465,.349,.759,22.8,12.4,4.7,1.3,15.6,.054,-3.2,-4.3,2008
3,MIN,O.J. Mayo,University of Southern California,8,547,16919,7574,1706,1607,.429,.373,.820,30.9,13.8,3.1,2.9,21.8,.062,-0.8,5.1,2008
4,SEA,Russell Westbrook,"University of California, Los Angeles",11,821,28330,18859,5760,6897,.434,.308,.801,34.5,23.0,7.0,8.4,96.9,.164,6.6,61.6,2008
5,MEM,Kevin Love,"University of California, Los Angeles",11,657,21023,12006,7397,1519,.442,.370,.827,32.0,18.3,11.3,2.3,78.2,.179,2.7,24.9,2008
6,NYK,Danilo Gallinari,,10,549,17052,8720,2669,1118,.425,.376,.871,31.1,15.9,4.9,2.0,50.4,.142,1.2,13.7,2008
7,LAC,Eric Gordon,Indiana University,11,629,20783,10497,1569,1842,.428,.374,.814,33.0,16.7,2.5,2.9,33.6,.078,-0.9,5.8,2008
8,MIL,Joe Alexander,West Virginia University,2,67,745,282,120,44,.410,.340,.698,11.1,4.2,1.8,0.7,0.5,.030,-3.3,-0.2,2008
9,CHA,D.J. Augustin,University of Texas at Austin,11,807,19419,7928,1521,3204,.413,.381,.863,24.1,9.8,1.9,4.0,41.9,.104,-1.5,2.6,2008
10,NJN,Brook Lopez,Stanford University,11,717,22175,12414,4695,1091,.498,.347,.791,30.9,17.3,6.5,1.5,60.1,.130,1.0,17.0,2008
11,IND,Jerryd Bayless,University of Arizona,11,586,12486,4909,1235,1674,.411,.361,.818,21.3,8.4,2.1,2.9,18.6,.072,-2.0,0.0,2008
12,SAC,Jason Thompson,Rider University,8,588,14819,5210,3880,635,.496,.143,.657,25.2,8.9,6.6,1.1,23.8,.077,-1.7,1.3,2008
13,POR,Brandon Rush,University of Kansas,9,481,10564,3250,1413,468,.426,.402,.706,22.0,6.8,2.9,1.0,11.2,.051,-1.7,0.7,2008
14,GSW,Anthony Randolph,Louisiana State University,6,252,3841,1789,1078,187,.453,.241,.740,15.2,7.1,4.3,0.7,5.8,.072,-2.1,-0.1,2008
15,PHO,Robin Lopez,Stanford University,11,766,17649,6943,4045,642,.531,.216,.757,23.0,9.1,5.3,0.8,43.0,.117,0.1,9.3,2008
16,PHI,Marreese Speights,University of Florida,10,705,10640,5592,2875,461,.459,.356,.797,15.1,7.9,4.1,0.7,25.8,.116,-2.8,-2.2,2008
17,TOR,Roy Hibbert,Georgetown University,9,662,16389,6611,4173,885,.465,.250,.755,24.8,10.0,6.3,1.3,35.9,.105,0.2,9.1,2008
18,WAS,JaVale McGee,"University of Nevada, Reno",11,633,11002,5073,3219,240,.570,.074,.588,17.4,8.0,5.1,0.4,31.9,.139,-0.1,5.2,2008
19,CLE,J.J. Hickson,North Carolina State University,8,534,11925,5081,3639,449,.505,.000,.617,22.3,9.5,6.8,0.8,21.9,.088,-2.3,-0.9,2008
20,CHA,Alexis Ajinca,,7,293,3905,1553,1150,143,.503,.286,.797,13.3,5.3,3.9,0.5,7.5,.093,-2.5,-0.5,2008
21,NJN,Ryan Anderson,University of California,11,647,16755,7996,3406,584,.422,.380,.854,25.9,12.4,5.3,0.9,46.7,.134,0.6,11.0,2008
22,ORL,Courtney Lee,Western Kentucky University,11,787,21593,7658,2095,1341,.450,.387,.853,27.4,9.7,2.7,1.7,38.7,.086,-0.2,9.8,2008
23,UTA,Kosta Koufos,Ohio State University,11,686,11271,3913,3452,359,.534,.000,.582,16.4,5.7,5.0,0.5,28.3,.120,-0.9,3.3,2008
24,SEA,Serge Ibaka,,10,753,21624,9298,5492,545,.514,.357,.761,28.7,12.3,7.3,0.7,63.9,.142,0.6,14.3,2008
25,HOU,Nicolas Batum,,11,767,24228,9039,4037,2901,.435,.358,.841,31.6,11.8,5.3,3.8,54.1,.107,2.4,26.8,2008
26,SAS,George Hill,Indiana University-Purdue University Indianapolis,11,726,20471,8164,2253,2324,.453,.378,.801,28.2,11.2,3.1,3.2,59.9,.140,1.7,19.0,2008
27,NOH,Darrell Arthur,University of Kansas,9,503,8945,3282,1768,409,.444,.352,.765,17.8,6.5,3.5,0.8,12.3,.066,-1.9,0.3,2008
28,MEM,Donte Greene,Syracuse University,4,253,4259,1541,600,183,.406,.304,.701,16.8,6.1,2.4,0.7,1.5,.017,-3.8,-2.0,2008
29,DET,D.J. White,Indiana University,6,138,2111,810,437,80,.507,.333,.720,15.3,5.9,3.2,0.6,3.8,.087,-3.4,-0.7,2008
30,BOS,J.R. Giddens,University of New Mexico,2,38,247,73,54,13,.476,.000,.565,6.5,1.9,1.4,0.3,0.1,.027,-4.6,-0.2,2008
31,MIN,Nikola Pekovic,,6,271,6744,3405,1807,199,.518,,.760,24.9,12.6,6.7,0.7,18.8,.134,-0.8,2.0,2008
32,SEA,Walter Sharpe,University of Alabama at Birmingham,1,8,20,8,3,0,.364,.000,.000,2.5,1.0,0.4,0.0,-0.1,-.131,-16.5,-0.1,2008
33,POR,Joey Dorsey,University of Memphis,4,130,1488,344,513,55,.534,.000,.375,11.4,2.6,3.9,0.4,2.9,.092,-1.3,0.3,2008
34,MIN,Mario Chalmers,University of Kansas,9,646,17245,5743,1585,2412,.417,.351,.793,26.7,8.9,2.5,3.7,32.3,.090,0.3,9.8,2008
35,LAC,DeAndre Jordan,Texas A&M University,11,819,23092,7836,8890,713,.670,.091,.466,28.2,9.6,10.9,0.9,83.4,.173,2.2,24.4,2008
36,POR,Omer Asik,,8,471,9216,2479,3362,280,.528,.000,.551,19.6,5.3,7.1,0.6,20.9,.109,-1.5,1.1,2008
37,MIL,Luc Mbah a Moute,"University of California, Los Angeles",11,686,16013,4375,2798,588,.454,.335,.660,23.3,6.4,4.1,0.9,26.0,.078,-0.8,4.9,2008
38,CHA,Kyle Weaver,Washington State University,3,73,1379,363,158,119,.441,.353,.736,18.9,5.0,2.2,1.6,1.5,.051,-1.3,0.3,2008
39,CHI,Sonny Weems,University of Arkansas,4,183,3335,1189,402,257,.465,.283,.702,18.2,6.5,2.2,1.4,0.0,.001,-4.2,-1.9,2008
40,NJN,Chris Douglas-Roberts,University of Memphis,6,222,4381,1571,472,254,.439,.329,.831,19.7,7.1,2.1,1.1,5.4,.059,-2.9,-1.0,2008
41,IND,Nathan Jawai,,2,45,431,126,106,24,.435,.000,.684,9.6,2.8,2.4,0.5,0.2,.020,-4.0,-0.2,2008
42,SAC,Sean Singletary,University of Virginia,1,37,303,90,35,29,.365,.400,.857,8.2,2.4,0.9,0.8,0.0,.006,-4.9,-0.2,2008
43,SAC,Patrick Ewing,Georgetown University,1,7,19,3,2,2,.000,.000,.750,2.7,0.4,0.3,0.3,-0.1,-.158,-9.3,0.0,2008
44,UTA,Ante Tomic,,,,,,,,,,,,,,,,,,,2008
45,SAS,Goran Dragic,,11,758,21236,10421,2315,3648,.466,.363,.762,28.0,13.7,3.1,4.8,51.0,.115,1.1,16.7,2008
46,SEA,Trent Plaisted,Brigham Young University Hawaii,,,,,,,,,,,,,,,,,,2008
47,WAS,Bill Walker,Kansas State University,5,181,3016,1079,401,153,.446,.369,.760,16.7,6.0,2.2,0.8,5.0,.079,-1.3,0.5,2008
48,PHO,Malik Hairston,University of Oregon,2,62,472,149,77,29,.512,.167,.514,7.6,2.4,1.2,0.5,0.8,.086,-1.9,0.0,2008
49,GSW,Richard Hendrix,University of Alabama,,,,,,,,,,,,,,,,,,2008
50,SEA,DeVon Hardin,University of California,,,,,,,,,,,,,,,,,,2008
51,DAL,Shan Foster,Vanderbilt University,,,,,,,,,,,,,,,,,,2008
52,MIA,Darnell Jackson,University of Kansas,3,138,1039,308,203,26,.449,.235,.644,7.5,2.2,1.5,0.2,1.3,.059,-4.9,-0.7,2008
53,UTA,Tadija Dragicevic,,,,,,,,,,,,,,,,,,,2008
54,HOU,Maarty Leunen,University of Oregon,,,,,,,,,,,,,,,,,,2008
55,POR,Mike Taylor,Iowa State University,1,51,771,289,87,106,.412,.325,.691,15.1,5.7,1.7,2.1,-0.4,-.028,-5.5,-0.7,2008
56,SEA,Sasha Kaun,University of Kansas,1,25,95,23,26,3,.529,,.455,3.8,0.9,1.0,0.1,0.2,.096,-0.8,0.0,2008
57,SAS,James Gist,University of Maryland,,,,,,,,,,,,,,,,,,2008
58,LAL,Joe Crawford,University of Kentucky,1,2,23,9,4,1,.300,.250,1.000,11.5,4.5,2.0,0.5,0.0,.037,-5.6,0.0,2008
59,DET,Deron Washington,Virginia Polytechnic Institute and State University,,,,,,,,,,,,,,,,,,2008
60,BOS,Semih Erden,,2,69,928,262,190,29,.546,,.594,13.4,3.8,2.8,0.4,1.8,.094,-2.0,0.0,2008
1,LAC,Blake Griffin,University of Oklahoma,9,604,21159,13200,5417,2690,.502,.342,.692,35.0,21.9,9.0,4.5,75.3,.171,4.0,32.3,2009
2,MEM,Hasheem Thabeet,University of Connecticut,5,224,2357,483,595,27,.567,,.578,10.5,2.2,2.7,0.1,4.8,.099,-1.4,0.4,2009
3,OKC,James Harden,Arizona State University,10,765,26106,18627,4000,4743,.443,.365,.857,34.1,24.3,5.2,6.2,121.9,.224,7.1,59.9,2009
4,SAC,Tyreke Evans,University of Memphis,10,594,18242,9347,2720,2852,.440,.323,.757,30.7,15.7,4.6,4.8,28.4,.075,0.7,12.6,2009
5,MIN,Ricky Rubio,,8,498,15370,5525,2092,3817,.388,.322,.838,30.9,11.1,4.2,7.7,32.2,.101,1.2,12.3,2009
6,MIN,Jonny Flynn,Syracuse University,3,163,3738,1504,307,634,.400,.338,.809,22.9,9.2,1.9,3.9,-1.1,-.015,-4.9,-2.7,2009
7,GSW,Stephen Curry,Davidson College,10,694,23859,16315,3132,4588,.477,.436,.905,34.4,23.5,4.5,6.6,102.9,.207,6.5,51.1,2009
8,NYK,Jordan Hill,University of Arizona,8,409,7692,3232,2389,322,.497,.136,.699,18.8,7.9,5.8,0.8,16.4,.102,-2.0,0.0,2009
9,TOR,DeMar DeRozan,University of Southern California,10,752,25674,14931,3201,2553,.451,.283,.828,34.1,19.9,4.3,3.4,60.3,.113,-0.5,10.0,2009
10,MIL,Brandon Jennings,,9,555,16844,7801,1659,3151,.387,.345,.796,30.3,14.1,3.0,5.7,29.9,.085,0.4,10.4,2009
11,NJN,Terrence Williams,University of Louisville,4,153,2922,1085,545,364,.412,.317,.659,19.1,7.1,3.6,2.4,-0.2,-.004,-3.8,-1.4,2009
12,CHA,Gerald Henderson,Duke University,8,535,13854,5987,1716,1009,.440,.327,.793,25.9,11.2,3.2,1.9,18.3,.063,-2.2,-0.9,2009
13,IND,Tyler Hansbrough,University of North Carolina,7,428,7233,2881,1808,181,.439,.136,.738,16.9,6.7,4.2,0.4,20.2,.134,-2.5,-1.0,2009
14,PHO,Earl Clark,University of Louisville,6,261,3630,1138,778,134,.403,.328,.664,13.9,4.4,3.0,0.5,2.9,.038,-3.6,-1.5,2009
15,DET,Austin Daye,Gonzaga University,6,293,4132,1522,764,212,.402,.351,.778,14.1,5.2,2.6,0.7,4.5,.053,-2.6,-0.6,2009
16,CHI,James Johnson,Wake Forest University,10,602,12462,4785,2166,1281,.477,.305,.695,20.7,7.9,3.6,2.1,23.5,.090,1.1,9.7,2009
17,PHI,Jrue Holiday,"University of California, Los Angeles",10,652,21586,10148,2499,4151,.452,.355,.784,33.1,15.6,3.8,6.4,39.1,.087,1.3,18.0,2009
18,MIN,Ty Lawson,University of North Carolina,8,551,16088,6977,1506,3316,.460,.359,.770,29.2,12.7,2.7,6.0,42.1,.126,0.7,10.9,2009
19,ATL,Jeff Teague,Wake Forest University,10,712,19750,9049,1759,4145,.445,.356,.842,27.7,12.7,2.5,5.8,48.3,.117,0.0,10.0,2009
20,UTA,Eric Maynor,Virginia Commonwealth University,5,267,3896,1141,348,760,.392,.350,.721,14.6,4.3,1.3,2.8,3.3,.041,-4.7,-2.7,2009
21,NOH,Darren Collison,"University of California, Los Angeles",10,708,20796,8857,1885,3543,.471,.394,.853,29.4,12.5,2.7,5.0,49.9,.115,0.1,11.1,2009
22,POR,Victor Claver,,3,80,1072,258,178,56,.398,.293,.585,13.4,3.2,2.2,0.7,0.2,.011,-3.3,-0.4,2009
23,SAC,Omri Casspi,,10,588,11959,4642,2355,662,.454,.368,.678,20.3,7.9,4.0,1.1,19.6,.078,-1.5,1.6,2009
24,DAL,Byron Mullens,Ohio State University,5,189,3446,1398,790,153,.408,.319,.706,18.2,7.4,4.2,0.8,0.6,.008,-4.6,-2.3,2009
25,OKC,Rodrigue Beaubois,,4,182,2896,1286,338,374,.439,.325,.810,15.9,7.1,1.9,2.1,4.8,.079,-0.1,1.4,2009
26,CHI,Taj Gibson,University of Southern California,10,737,19069,7239,4731,760,.512,.212,.709,25.9,9.8,6.4,1.0,49.8,.125,0.1,10.0,2009
27,MEM,DeMarre Carroll,University of Missouri,10,554,13385,5063,2399,701,.430,.360,.743,24.2,9.1,4.3,1.3,29.3,.105,0.7,9.1,2009
28,MIN,Wayne Ellington,University of North Carolina,10,645,13720,5278,1416,711,.410,.379,.846,21.3,8.2,2.2,1.1,17.8,.062,-2.0,-0.1,2009
29,LAL,Toney Douglas,Florida State University,8,394,7511,3009,875,889,.404,.354,.824,19.1,7.6,2.2,2.3,12.1,.077,-0.6,2.6,2009
30,CLE,Christian Eyenga,,2,51,1049,320,137,40,.411,.277,.611,20.6,6.3,2.7,0.8,-0.4,-.020,-4.0,-0.5,2009
31,SAC,Jeff Pendergraph,Arizona State University,6,237,2322,690,632,99,.553,.400,.776,9.8,2.9,2.7,0.4,6.3,.131,-1.4,0.4,2009
32,WAS,Jermaine Taylor,University of Central Florida,2,65,786,351,108,48,.441,.284,.730,12.1,5.4,1.7,0.7,0.2,.014,-4.6,-0.5,2009
33,POR,Dante Cunningham,Villanova University,10,715,14875,4133,2676,506,.469,.345,.649,20.8,5.8,3.7,0.7,24.9,.080,-1.0,3.7,2009
34,DEN,Sergio Llull,,,,,,,,,,,,,,,,,,,2009
35,DET,DaJuan Summers,Georgetown University,4,83,820,278,82,29,.384,.367,.642,9.9,3.3,1.0,0.3,-0.1,-.008,-6.4,-0.9,2009
36,MEM,Sam Young,University of Pittsburgh,4,249,3966,1436,573,180,.442,.280,.742,15.9,5.8,2.3,0.7,5.2,.063,-2.9,-0.9,2009
37,SAS,DeJuan Blair,University of Pittsburgh,7,424,7054,2865,2153,349,.524,.000,.608,16.6,6.8,5.1,0.8,19.0,.129,0.4,4.2,2009
38,POR,Jon Brockman,University of Washington,3,150,1570,320,472,49,.488,.000,.618,10.5,2.1,3.1,0.3,3.7,.113,-2.1,0.0,2009
39,DET,Jonas Jerebko,,9,635,11323,3919,2522,525,.457,.363,.770,17.8,6.2,4.0,0.8,25.8,.109,-0.8,3.3,2009
40,CHA,Derrick Brown,Xavier University,3,171,2554,895,413,119,.515,.317,.637,14.9,5.2,2.4,0.7,4.5,.085,-1.6,0.2,2009
41,MIL,Jodie Meeks,University of Kentucky,10,539,12110,4988,1120,583,.420,.373,.879,22.5,9.3,2.1,1.1,24.3,.096,-0.6,4.2,2009
42,LAL,Patrick Beverley,University of Arkansas,7,380,10761,3438,1618,1312,.412,.380,.770,28.3,9.0,4.3,3.5,24.8,.110,1.9,10.7,2009
43,MIA,Marcus Thornton,Louisiana State University,8,483,11299,5750,1348,677,.425,.358,.830,23.4,11.9,2.8,1.4,20.0,.085,-0.8,3.4,2009
44,DET,Chase Budinger,University of Arizona,7,407,7998,3198,1240,473,.430,.352,.797,19.7,7.9,3.0,1.2,13.9,.083,-1.4,1.2,2009
45,MIN,Nick Calathes,University of Florida,2,129,2011,590,243,353,.441,.288,.581,15.6,4.6,1.9,2.7,2.6,.063,-0.7,0.6,2009
46,CLE,Danny Green,University of North Carolina,10,620,15769,5576,2169,997,.424,.404,.817,25.4,9.0,3.5,1.6,39.2,.119,3.0,19.9,2009
47,MIN,Henk Norel,,,,,,,,,,,,,,,,,,,2009
48,PHO,Taylor Griffin,University of Oklahoma,1,8,32,10,2,1,.400,.000,.500,4.0,1.3,0.3,0.1,0.0,-.039,-7.3,0.0,2009
49,ATL,Sergiy Gladyr,,,,,,,,,,,,,,,,,,,2009
50,UTA,Goran Suton,Michigan State University,,,,,,,,,,,,,,,,,,2009
51,SAS,Jack McClinton,University of Miami,,,,,,,,,,,,,,,,,,2009
52,IND,A.J. Price,University of Connecticut,6,261,3929,1523,377,567,.380,.316,.742,15.1,5.8,1.4,2.2,4.7,.058,-2.4,-0.4,2009
53,SAS,Nando De Colo,,2,119,1414,453,211,203,.429,.363,.835,11.9,3.8,1.8,1.7,2.4,.081,-0.8,0.4,2009
54,CHA,Robert Vaden,University of Alabama at Birmingham,,,,,,,,,,,,,,,,,,2009
55,POR,Patrick Mills,Saint Mary's College of California,10,605,11497,5094,1010,1431,.431,.391,.849,19.0,8.4,1.7,2.4,27.5,.115,0.4,7.1,2009
56,DAL,Ahmad Nivins,Saint Joseph's University,,,,,,,,,,,,,,,,,,2009
57,PHO,Emir Preldzic,,,,,,,,,,,,,,,,,,,2009
58,BOS,Lester Hudson,University of Tennessee at Martin,4,57,594,268,77,71,.375,.277,.806,10.4,4.7,1.4,1.2,0.2,.016,-2.7,-0.1,2009
59,LAL,Chinemelu Elonu,Texas A&M University,,,,,,,,,,,,,,,,,,2009
60,MIA,Robert Dozier,University of Memphis,,,,,,,,,,,,,,,,,,2009
1,WAS,John Wall,University of Kentucky,9,573,20545,10879,2483,5282,.433,.324,.781,35.9,19.0,4.3,9.2,44.3,.104,2.3,22.1,2010
2,PHI,Evan Turner,Ohio State University,9,686,18687,6762,3240,2424,.435,.296,.781,27.2,9.9,4.7,3.5,20.5,.053,-2.0,0.1,2010
3,NJN,Derrick Favors,Georgia Institute of Technology,9,632,16267,7320,4547,701,.525,.210,.664,25.7,11.6,7.2,1.1,49.5,.146,1.4,14.1,2010
4,MIN,Wesley Johnson,Syracuse University,9,609,13472,4235,1924,645,.404,.337,.741,22.1,7.0,3.2,1.1,10.7,.038,-1.2,2.9,2010
5,SAC,DeMarcus Cousins,University of Kentucky,9,565,18078,12006,6131,1832,.461,.332,.737,32.0,21.2,10.9,3.2,44.1,.117,2.9,22.5,2010
6,GSW,Ekpe Udoh,Baylor University,7,384,5694,1353,1100,260,.453,.000,.718,14.8,3.5,2.9,0.7,10.4,.088,0.2,3.2,2010
7,DET,Greg Monroe,Georgetown University,9,632,17475,8326,5229,1354,.514,.059,.704,27.7,13.2,8.3,2.1,49.7,.136,1.9,17.2,2010
8,LAC,Al-Farouq Aminu,Wake Forest University,9,670,16884,5170,4083,827,.423,.337,.747,25.2,7.7,6.1,1.2,27.4,.078,0.0,8.5,2010
9,UTA,Gordon Hayward,Butler University,9,589,18032,8904,2472,2006,.446,.364,.821,30.6,15.1,4.2,3.4,47.9,.128,1.9,17.5,2010
10,IND,Paul George,"California State University, Fresno",9,604,20424,11983,3891,2000,.433,.378,.844,33.8,19.8,6.4,3.3,65.2,.153,3.8,29.9,2010
11,NOH,Cole Aldrich,University of Kansas,8,339,3389,1050,1131,183,.527,,.738,10.0,3.1,3.3,0.5,9.6,.135,1.0,2.6,2010
12,MEM,Xavier Henry,University of Kansas,5,185,2905,1050,351,120,.406,.325,.635,15.7,5.7,1.9,0.6,0.8,.013,-5.1,-2.3,2010
13,TOR,Ed Davis,University of North Carolina,9,640,12953,4164,4332,499,.569,.000,.584,20.2,6.5,6.8,0.8,41.3,.153,0.9,9.5,2010
14,HOU,Patrick Patterson,University of Kentucky,9,622,13565,4293,2573,666,.450,.367,.749,21.8,6.9,4.1,1.1,28.7,.102,0.3,7.7,2010
15,MIL,Larry Sanders,Virginia Commonwealth University,6,238,4635,1520,1345,174,.480,.000,.553,19.5,6.4,5.7,0.7,10.3,.107,0.6,3.0,2010
16,MIN,Luke Babbitt,"University of Nevada, Reno",8,381,5332,1818,846,224,.408,.402,.747,14.0,4.8,2.2,0.6,7.2,.065,-2.8,-1.0,2010
